Id,ISBN,Bookshelf,Tags,Wishlist,Started,Ended,Pages_Read,Read,Rating,Review,Short_note,Advanced_note,Quotes,Title,Subtitle,Language,Categories,Authors,Illustrators,Translators,Editors,Narrators,Photographers,Publisher,Pages,Published_At,Format,Series,Volume,Purchase_From,Purchase_Price,Purchase_Date,Description,Date_added
118810,9781974702619,Manga,Dr. Stone,0,2023-03-13,2023-03-13,200,1,3.5,,,,,"Dr. Stone, Vol. 1","Dr. Stone, Vol. 1",en,Graphic Novels: Manga,Riichiro Inagaki,Boichi,,,,,VIZ Media LLC,200,2018-09-04,paperback,Dr. Stone,1,Amazon,8.71,2022-07-28,"Imagine waking to a world where every last human has been mysteriously turned to stone...

One fateful day, all of humanity turned to stone. Many millennia later, Taiju frees himself from the petrification and finds himself surrounded by statues. The situation looks grim—until he runs into his science-loving friend Senku! Together they plan to restart civilization with the power of science!

When every human on Earth is turned to stone by a mysterious phenomenon, high-schooler Taiju is also petrified the moment he’s about to confess to his high-school crush. Flash forward several thousands of years later, Taiju awakens and joins up with his friend Senku, who has ambitious dreams. His plan: to restart civilization from square one with the power of science!",2022-07-28
4636164,9781974729012,Manga,Seraph of the end,0,2022-04-07,2022-04-07,184,1,3,,,,,"Seraph of the End, Vol. 24: Vampire Reign",Vampire Reign,en,Graphic Novels: Manga,Takaya Kagami,Yamato Yamamoto,,,,,VIZ Media LLC,184,2022-06-21,paperback,Seraph of the End: Vampire Reign,24,Amazon,9.4,2022-07-26,"In a post-apocalyptic world of vampires vs. humans, Yuichiro brings vengeance upon his vampire overlords!

After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing—to get revenge by killing each and every vampire.

Asuramaru and the other black Cursed Gear demons’ betrayal of their hosts strikes a heavy blow in the war against the vampires, Shikama Doji, and the Hyakuya Sect. Shikama Doji has ordered Asuramaru to capture Mikaela’s soul before he has a chance to possess anyone. While Shinoa continues to fight to keep Shikama Doji locked away, Yuichiro and his friends are in a race against time to save Mika in the one way humans know how to handle black demons: by binding his soul to a new Cursed Gear weapon!",2022-07-26
327891,9781421598239,Manga,Seraph of the end,0,2022-04-05,2022-04-05,176,1,3,,,,,"Seraph of the End, Vol. 14 (Seraph of the End: Vampire Reign, #14)",,en,Graphic Novels: Manga,Takaya Kagami,Yamato Yamamoto,,,,,VIZ Media LLC,176,2018-04-03,paperback,Seraph of the End: Vampire Reign,14,Amazon,9.54,2022-07-22,"After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing—to get revenge by killing each and every vampire.

Ferid Bathory and Krul Tepes have been captured by the other vampire nobles and Shinoa Squad is forced to bide its time while the two vampires are sentenced to days of torture. And what better place to wait than in Ferid’s own mansion in Osaka? Meanwhile, the Demon Army is gearing up for a coup in Shibuya, but Guren has a plan of his own that involves Yuichiro.",2022-07-22
1602641,9781648271168,Manga,Dai Dark,0,2022-12-26,2022-12-26,180,1,2.5,,,,,"Dai Dark, Vol. 1",,en,Graphic Novels: Manga,Q Hayashida,,,,,,Seven Seas,180,2021-04-27,paperback,Dai Dark,1,Amazon,12.94,2022-07-22,"Necromancy, space action, and dark humor collide in this wildly creative new series from the creator of Dorohedoro!



Zaha Sanko's body has great and terrible powers--they say that possessing his bones will grant you any wish, even the desire to become ruler of the universe. But Sanko is still a teenage dude with his own life, and he isn't about to let every monstrous lowlife in the galaxy rip him limb from limb. He and his skeletal buddy Avakian will use their dark powers to fend off any murder attempts while they search space for whomever put this curse on Sanko's bones...because killing them might end the madness. (And then Sanko can celebrate with his favorite spaghetti.) Don't miss this hilariously twisted and gruesome new series from the unique mind of Q Hayashida, creator of the manga and Netflix anime Dorohedoro!",2022-07-22
1877328,9781975321680,Manga,Can't stop cursing you,0,2022-07-30,2022-07-31,196,1,3,,,,,"Can't Stop Cursing You, Vol. 1",,en,"Fantasy,Graphic Novels: Manga",Kensuke Koba,,,,,,Yen Press,196,2021-03-30,paperback,Can't Stop Cursing You,1,Amazon,12.24,2022-07-22,"Those who make contracts with devils gain the power to curse others to death. Their mortal enemy: the Curse Detective Kiyoharu Saeyama, who uses traces of the curses left on their victims to uncover the identities of these sick killers. Let this deadly, paranormal game of psychological warfare begin!",2022-07-22
4918050,9781975338602,Manga,Can't stop cursing you,0,2022-08-01,2022-08-08,210,1,2.5,,,,,"Can't Stop Cursing You, Vol. 3",,en,"Fantasy,Graphic Novels: Manga",Kensuke Koba,,,,,,Yen Press,210,2022-05-03,paperback,Can't Stop Cursing You,3,Amazon,12.45,2022-07-22,"A new bout begins! The contest this time? Demon tag. In other words, touch the “demon” before their counter hits 666-or it’s game over. But the demons are brainwashed students with murder on their minds, so one wrong move could prove fatal. Curse-Breaker Saeyama and his assistant, Yamazaki will have to divide and conquer if they want to beat the Contractor and save the students…!",2022-07-22
118587,9781421586250,Manga,Goodnight Punpun,0,,,0,0,,,,,,"Goodnight Punpun Omnibus, Vol. 6",,en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga,Graphic Novels: Literary & Memoirs",Inio Asano,,,,,,VIZ Media LLC,456,2017-06-20,paperback,Goodnight Punpun Omnibus,6,Book Depository,25.51,2022-07-18,"A dark coming-of-age tale where slice-of-life slices back. 
This is Punpun Onodera s coming-of-age story. His parents marriage is falling apart. His dad goes to jail and his mom goes to the hospital. He has to live with his loser uncle. He has a crush on a girl who lives in a weird cult. Punpun tries talking with God about his problems, but God is a jerk. Punpun keeps hoping things will get better, but they really, really don t. 
Punpun has finally reunited with the love of his life, Aiko! 
But she isn t as exciting and wonderful as he remembered. 
And she doesn t make him exciting and wonderful. 
In fact, he thinks they re both terribly banal. 
And now they ve done something terrible.... 
Punpun, what do you do when there s no way out?""",2022-07-18
118586,9781421586243,Manga,Goodnight Punpun,0,,,0,0,,,,,,"Goodnight Punpun Omnibus, Vol. 5",,en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga,Graphic Novels: Literary & Memoirs",Inio Asano,,,,,,VIZ Media LLC,448,2017-03-21,paperback,Goodnight Punpun Omnibus,5,Book Depository,24.8,2022-07-18,"A dark coming-of-age tale where slice-of-life slices back.

This is Punpun Onodera’s coming-of-age story. His parents’ marriage is falling apart. His dad goes to jail and his mom goes to the hospital. He has to live with his loser uncle. He has a crush on a girl who lives in a weird cult. Punpun tries talking with God about his problems, but God is a jerk. Punpun keeps hoping things will get better, but they really, really don’t.

Punpun finally has a plan. But it gets shattered. He wants the world to shatter too. And it does. How can he live with himself? Maybe you just need to find a different life, Punpun.",2022-07-18
3682769,9781647290603,Manga,Blood on the Tracks,0,2022-08-29,2022-08-30,256,1,3,,,,,"Blood on the Tracks, volume 9",,en,"Graphic Novels & Manga,Manga,Horror",Shuzo Oshimi,,,,,,Vertical Comics,256,2022-03-08,paperback,Blood on the Tracks,9,Book Depository,11.24,2022-07-15,"""..if you enjoyed Oshimi's previous work with ""Flowers of Evil"", and you enjoy dark storylines with twisted characters, you'll no doubt enjoy ""Blood on the Tracks""! Recommended!"" - Neo Tokyo 2099


Seiichi's aunt and uncle have arrived to confront Seiko, and the truth has come out at last. The lies—and his family—are falling apart, and Seiichi is left to pick up the pieces...

But as he shakes off his mother's influence and faces police questioning, a shocking revelation about his past emerges!!",2022-07-15
118588,9781421586267,Manga,Goodnight Punpun,0,,,0,0,,,,,,"Goodnight Punpun Omnibus, Vol. 7",,en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga,Graphic Novels: Literary & Memoirs",Inio Asano,,,,,,VIZ Media LLC,272,2017-09-19,paperback,Goodnight Punpun Omnibus,7,Amazon,14.12,2022-07-15,"A dark coming-of-age tale where slice-of-life slices back.

This is Punpun Onodera s coming-of-age story. His parents marriage is falling apart. His dad goes to jail and his mom goes to the hospital. He has to live with his loser uncle. He has a crush on a girl who lives in a weird cult. Punpun tries talking with God about his problems, but God is a jerk. Punpun keeps hoping things will get better, but they really, really don't.

This is the end, Punpun.",2022-07-15
118585,9781421586236,Manga,Goodnight Punpun,0,,,0,0,,,,,,"Goodnight Punpun Omnibus, Vol. 4",,en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga,Graphic Novels: Literary & Memoirs",Inio Asano,,,,,,VIZ Media LLC,456,2016-12-20,paperback,Goodnight Punpun Omnibus,4,Book Depository,24.61,2022-07-14,"Punpun is having a coming-of-age story, but look out—his slice-of-life adolescence slices back.

This is Punpun Onodera’s coming-of-age story. His parents’ marriage is falling apart. His dad goes to jail, and his mom goes to the hospital. He has to live with his loser uncle. He has a crush on a girl who lives in a weird cult. Punpun tries talking with God about his problems, but God is a jerk. Punpun keeps hoping things will get better, but they really, really don’t.

Like most kids his age, Punpun is in high school. In fact, he made it into the best high school in town. He is such a good student. He studies so he doesn’t have to think about his life. Maybe a meteor will crash into Earth and destroy everything. 
A guy can wish, Punpun…",2022-07-14
3523452,9781974728992,Manga,Kaiju No.8,0,2022-07-09,2022-07-09,192,1,4,,,,,"Kaiju No. 8, Vol. 3",,en,Graphic Novels: Manga,Naoya Matsumoto,,,,,,VIZ Media LLC,192,2022-07-12,paperback,Kaiju No. 8,3,Book Depository,8.68,2022-07-08,"Kafka wants to clean up kaiju, but not literally! Will a sudden metamorphosis stand in the way of his dream?

With the highest kaiju-emergence rates in the world, Japan is no stranger to attack by deadly monsters. Enter the Japan Defense Force, a military organization tasked with the neutralization of kaiju. Kafka Hibino, a kaiju-corpse cleanup man, has always dreamed of joining the force. But when he gets another shot at achieving his childhood dream, he undergoes an unexpected transformation. How can he fight kaiju now that he’s become one himself?!

Kafka manages to fight off the humanoid kaiju, rescuing Iharu and Reno. But before he can change back to his human form, Kafka’s spotted by Defense Force officers, and the neutralization unit—led by none other than Vice-Captain Hoshina himself—is dispatched to dispose of him. Can Kafka withstand his superior officer’s attacks without revealing his true identity?!",2022-07-08
118583,9781421586212,Manga,Goodnight Punpun,0,2023-09-17,2023-09-17,432,1,3,,,,,"Goodnight Punpun Omnibus, Vol. 2","Goodnight Punpun, Vol. 2",en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga,Graphic Novels: Literary & Memoirs",Inio Asano,,,,,,VIZ Media LLC,432,2016-06-21,paperback,Goodnight Punpun Omnibus,2,Amazon,24.16,2022-07-07,Meet Punpun Punyama. He's an average kid in an average town. He wants to win a Nobel Prize and save the world. He wants to go far away with his true love. He wants to find some porn. But Punpun's life is about to unravel...,2022-07-07
5959803,9782889514618,Manga,Blue Lock,0,2022-03-07,2022-03-07,200,1,3.5,,,,,Blue Lock - Band 5,,de,,Yusuke Nomura,,,,,,Kazé Manga,200,2022-07-07,paperback,Blue Lock,5,Amazon,6.79,2022-07-07,,2022-07-07
1873085,9781975323820,Manga,Sasaki and Miyano,0,,,130,1,4,,,,,"Sasaki and Miyano, Vol. 3",,en,Graphic Novels: Manga,Shou Harusono,,,,,,Yen Press,130,2021-07-20,paperback,Sasaki to Miyano,3,Blackwell,14.97,2022-07-06,"One year. Only one year left until Sasaki graduates from high school. Miyano’s declared time and time again that he and Sasaki don’t have that kind of BL relationship…but is that really true? Meanwhile, Sasaki’s just about reached his limit, but…if he confesses now, how will his cute junior respond?",2022-07-06
5959783,9781975340292,Manga,Bungo Stray Dogs,0,,,0,0,,,,,,"Bungo Stray Dogs: Wan!, Vol. 2","Wan!, Vol. 2",en,"Fantasy,Graphic Novels: Manga",Kafka Asagiri,,,,,,Yen Press,132,2022-06-21,paperback,Bungo Stray Dogs: Wan!,2,Book Depository,10.99,2022-07-02,"The peaceful daily lives of the cast of Bungo Stray Dogs continue! Filled to the brim with scenes you won’t see in the main series, from Atsushi and his friends dancing, to Chuuya growing taller!",2022-07-02
4502541,9781646512911,Manga,Blue Period,0,2022-07-06,2022-07-06,208,1,4.5,,,,,Blue Period 7,,en,"Graphic Novels & Manga,School Life,Media Tie-In",Tsubasa Yamaguchi,,,,,,Kodansha Comics,208,2022-05-31,paperback,Blue Period,7,Book Depository,11.13,2022-07-01,"Winner of the 2020 Manga Taisho Grand Prize! A manga about the struggles and rewards of a life dedicated to art. Popular guy Yatora realizes he's just going through the motions to make other people happy and finds himself in a new passion: painting. But untethering yourself from all your past expectations is dangerous as well as thrilling...

Yatora studies hard and gets good grades, and he parties hard, staying out late drinking and watching soccer with his friends. He checks all the boxes he needs to be the perfect high school student. But it all starts to feel empty, and he begins to wonder what part of his life expresses who he is...or even if he has a unique voice at all. Then he wanders into the art room one day, and a lone painting captures his eye, awakening him to a kind of beauty he never knew. Compelled and consumed, he dives in headfirst--and he's about to learn how savage, unforgiving, and exhilirating creating art can be!",2022-07-01
118584,9781421586229,Manga,Goodnight Punpun,0,,,0,0,,,,,,"Goodnight Punpun Omnibus, Vol. 3","Goodnight Punpun, Vol. 3 (3)",en,Graphic Novels: Manga,Inio Asano,,,,,,VIZ Media LLC,440,2016-09-20,paperback,Goodnight Punpun Omnibus,3,Amazon,22.5,2022-06-30,Meet Punpun Punyama. He's an average kid in an average town. He wants to win a Nobel Prize and save the world. He wants to go far away with his true love. He wants to find some porn. But Punpun's life is about to unravel...,2022-06-30
854751,9781421596518,Manga,Seraph of the end,0,2022-04-05,2022-04-05,184,1,3,,,,,"Seraph of the End, Vol. 13 (Seraph of the End: Vampire Reign, #13)",Vampire Reign,en,Graphic Novels: Manga,Takaya Kagami,,,,,,VIZ Media LLC,184,2017-11-07,paperback,Seraph of the End: Vampire Reign,13,Blackwell,12.76,2022-06-23,"In a post-apocalyptic world of vampires vs. humans, Yuichiro brings vengeance upon his vampire overlords!

After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing—to get revenge by killing each and every vampire.

Ferid has successfully coerced Shinoa Squad and Mika into joining him and Crowley on a field trip to Osaka. According to Ferid, the purpose of the trip is to see the truth behind the calamity that ended the word—ground zero of the apocalypse in Osaka. But not all is as it seems, as vampire nobles from across the world are also converging on Osaka!",2022-06-23
4937308,9781646514472,Manga,Witch Hat Atelier,0,2022-07-15,2022-07-15,176,1,3.5,,,,,Witch Hat Atelier 9,,en,"Graphic Novels & Manga,Fantasy,Magical Girl",Kamome Shirahama,,,,,,Kodansha Comics,176,2022-06-21,paperback,Witch Hat Atelier,9,Book Depository,11.19,2022-06-23,"A beautifully-illustrated story about a girl who longs for magic in her life and learns that, on the inside, she already is what she wishes she could be. This lushly-drawn story has won an Eisner Award and a Harvey Award, and was voted one of the top 10 manga of the year in 2018 by the Japanese manga industry.

THE PRICE OF KNOWLEDGE

As the new trial comes to an end, one of Coco's rewards from Beldaruit the Wise is the story of Qifrey's past and how he came to desire the mysteries of magic. Feeling a connection with her own desire to save her mother, Coco departs for the source of all answers: the Tower of Tomes. But it is a perilous journey to make on her own, and the secrets held within could sway even the most virtuous of witches...",2022-06-23
126567,9781642750638,Manga,Our Dreams at Dusk,0,2022-06-30,2022-06-30,241,1,3,,,,,"Our Dreams at Dusk: Shimanami Tasogare, Vol. 4",,en,Graphic Novels: Manga,Yuhki Kamatani,,,,,,Seven Seas,241,2019-12-17,paperback,Our Dreams at Dusk,4,Book Depository,14.2,2022-06-23,"A SECRET EXPOSED

Tchaiko has always been an enigma, but when he goes to visit his partner in the hospital, his story is finally revealed. Meanwhile, Saki’s biggest secret is thrust out in the open―despite her desperate attempts to keep it under wraps. The emotional final volume of Yuhki Kamatani’s tale of gender, sexuality, and self discovery!",2022-06-23
3603211,9781974728985,Manga,Jujutsu Kaisen,0,,,192,1,4.5,,,,,"Jujutsu Kaisen, Vol. 16",,en,Graphic Novels: Manga,Gege Akutami,,,,,,VIZ Media LLC,192,2022-06-21,paperback,Jujutsu Kaisen,16,Book Depository,8.89,2022-06-19,"To gain the power he needs to save his friend from a cursed spirit, Yuji Itadori swallows a piece of a demon, only to find himself caught in the midst of a horrific war of the supernatural!

In a world where cursed spirits feed on unsuspecting humans, fragments of the legendary and feared demon Ryomen Sukuna were lost and scattered about. Should any demon consume Sukuna’s body parts, the power they gain could destroy the world as we know it. Fortunately, there exists a mysterious school of Jujutsu Sorcerers who exist to protect the precarious existence of the living from the supernatural!

After he consumes Mahito’s soul, Geto reveals part of his nefarious plan to Itadori and gang. In that moment, Choso recognizes the evil sorcerer possessing Geto's body and is filled with rage! Who is this evil sorcerer, and what relation do they have to Choso? Meanwhile, now that Gojo is imprisoned and the foundations of the jujutsu society are crumbling, what will happen to the world as it devolves into destruction and chaos?!",2022-06-19
120932,9781421520544,Manga,Vagabond,0,,,0,0,,,,,,"Vagabond, Vol. 1",,en,Graphic Novels: Manga,Takehiko Inoue,,,,,,VIZ Media,728,2008-09-19,paperback,Vagabond VIZBIG Omnibus Edition,1,Book Depository,20.1,2022-06-14,"This VIZBIG edition of Vagabond contains Volumes 1-3 and bonus color content.

Invincible Under the Sun

Real-life figure Miyamoto Musashi was the most celebrated samurai of all time. The quintessential warrior-philosopher, Musashi authored A Book of Five Rings, a theoretical guide to military strategy still used today. But the path to enlightenment in feudal era Japan was fraught with peril. At seventeen years of age, Musashi—still known by his childhood name, Shinmen Takezō—was a wild young brute just setting out along the way of the sword.

In the aftermath of the epic Battle of Sekigahara, Takezō finds himself a fugitive survivor on the losing side of the war. Takezō's vicious nature has made him an outcast even in his own village, and he is hunted down like an animal. At this crucial crossroads in Takezō's life, an eccentric monk and a childhood friend are the only ones who can help him find his way.",2022-06-14
576088,9781421580302,Manga,Seraph of the end,0,2022-04-05,2022-04-05,195,1,3,,,,,"Seraph of the End, Vol. 6",,en,"Graphic Novels, Anime & Manga,Graphic Novels: Manga",Takaya Kagami,Yamato Yamamoto,,,,,VIZ Media LLC,195,2015-09-01,paperback,Seraph of the End: Vampire Reign,6,Blackwell,11.65,2022-06-10,"After trumpets of the apocalypse proclaim the fall of humanity, vampires arise from the shadows to rule the earth. Yuichiro wants just one thing—to get revenge by killing each and every vampire.

The only thing standing between humans and complete subjugation to vampires is sheer tenacity and Cursed Gear. Yuichiro has the first in spades, but to increase the amount of power he can draw from the demon inside his cursed sword, he enters a coma-like state to thin the barrier between human and demon. His power upgrade can come none too soon, as the vampire queen reveals her plans to annihilate the human resistance and claim true dominion over Japan.",2022-06-10
845552,9781646510108,Manga,Witch Hat Atelier,0,2022-07-14,2022-07-14,176,1,3.5,,,,,Witch Hat Atelier 6,,en,"Graphic Novels & Manga,Fantasy,Magical Girl",Kamome Shirahama,,,,,,Kodansha Comics,176,2020-09-15,paperback,Witch Hat Atelier,6,Amazon,12.85,2022-06-10,"A beautifully-illustrated story about a girl who longs for magic in her life and learns that, on the inside, she already is what she wishes she could be. Reminiscent of Studio Ghibli, this lushly-drawn story was voted one of the top 10 manga of the year in 2018 by the Japanese manga industry.

FOLLOW THE SMOKE

Coco and her peers follow Olruggio and Luluci as they deftly ferry a wounded Qifrey to the underwater Great Hall where witches gather. To their surprise, Beldaruit of the Three Wise Ones awaits the young apprentices at the bottom of the ocean... And he's willing to offer another trial after Agott's and Richeh's was cut short. But the spells and tests of Beldaruit are as much a mystery to unfold as his past, and Coco may be the only one who can put the pieces together and close in on the startling truth...",2022-06-10
126243,9781642750607,Manga,Our Dreams at Dusk,0,2022-06-30,2022-06-30,178,1,3,,,,,"Our Dreams at Dusk: Shimanami Tasogare, Vol. 1 (しまなみ誰そ彼 Shimanami Tasogare, #1)",,en,Graphic Novels,Yuhki Kamatani,,Jocelyne Allen,,,,Seven Seas,178,2019-05-07,paperback,Our Dreams at Dusk,1,Amazon,12.46,2022-06-10,"A beautiful tale of coming-out and coming-of-age.

Not only is high schooler Tasuku Kaname the new kid in town, he is also terrified that he has been outed as gay. Just as he’s contemplating doing the unthinkable, Tasuku meets a mysterious woman who leads him to a group of people dealing with problems not so different from his own. In this realistic, heartfelt depiction of LGBT+ characters from different backgrounds finding their place in the world, a search for inner peace proves to be the most universal experience of all.",2022-06-10
5682238,9781427868503,Manga,Our Not-So-Lonely Planet Travel Guide,0,,,0,0,,,,,,"Our Not-So-Lonely Planet Travel Guide, Volume 2",,en,"Graphic Novels: Manga,Gay & Lesbian Studies",Mone Sorai,,,,,,LOVE x  LOVE,189,2022-02-22,paperback,Our Not-So-Lonely Planet Travel Guide,2,Amazon,12.83,2022-06-10,"Super serious Asahi Suzumura and laidback, easygoing Mitsuki Sayama might seem like an odd couple, but they made a deal; they'll vacation around the world and when they get back to Japan, they'll get married.

As they travel from country to country, the different people, cultures and cuisine they encounter begin to bring them closer together. After all they're not just learning about the world, but about themselves too.",2022-06-10
2919698,9781506727608,Manga,Mob Pysco 100,0,,,200,1,3.5,,,,,Mob Psycho 100 Volume 8,,en,"Graphic Novels & Manga,Media Tie-In,Supernatural",ONE,ONE,Kumar Sivasubramanian,,,,Dark Horse Manga,200,2022-03-22,paperback,Mob pysco 100,8,Amazon,12.28,2022-06-10,"The exorcism gone wrong last volume now threatens Mob and Reigen with the most dangerous evil spirit yet!


It seemed like it could be a lucrative job freeing a multimillionaire’s daughter from her possession. But it turns out the entity haunting her was once itself a spiritualist—its life gone, its power and grudge remaining. To defeat a ghost that can control a body…Mob must leave his own!

From the creator of One-Punch Man!",2022-06-10
112338,9781421586205,Manga,Goodnight Punpun,0,2022-07-19,2022-07-19,448,1,2.5,,,,,"Goodnight Punpun Omnibus, Vol. 1",,en,Graphic Novels: Manga,Inio Asano,,,,,,VIZ Media LLC,448,2016-03-15,paperback,Goodnight Punpun Omnibus,1,Book Depository,24.34,2022-06-10,"Meet Punpun Punyama. He’s an average kid in an average town.

He wants to win a Nobel Prize and save the world.
He wants to go far away with his true love.
He wants to find some porn.

But Punpun’s life is about to unravel…",2022-06-10
244928,9781935654780,Manga,Osamu Tezuka Collection,0,2022-06-21,2022-06-22,704,1,3.5,,,,,Ayako,,en,"Military,War & Military,Historical",Osamu Tezuka,,,,,,Vertical,704,2013-02-12,paperback,,,Amazon,24.6,2022-06-10,"Long considered as one of Osamu Tezuka’s most political narratives, Ayako is also considered to be one of his most challenging as it defies the conventions of his manga by utilizing a completely original cast and relying solely on historical drama to drive the plot. Ayako, pulls no punches, and does not allow for gimmicks as science-fiction or fantasy may. Instead Tezuka weaves together a tale which its core simply focuses on a single family, a family that could be considered a metaphor for a rapidly developing superpower.

Overflowing with imagery of the cold war seen through Japan’s eyes, Ayako is firmly set in realism taking inspiration from a number of historical events that occurred over the American occupation and the cultural-revolution which soon followed. Believed to be Tezuka’s answer to the gekiga (dramatic comics) movement of the 60’s, Ayako should be considered one of the better early examples of a seinen (young adult) narrative to be published.

Initially set in the aftermath of World War II, Ayako focuses its attention on the Tenge clan, a once powerful family of landowners living in a rural community in northern Japan. From the moment readers are introduced to the extended family, it is apparent that the war and American occupation have begun to erode the fabric that binds them all together. The increasing influence of political, economic and social change begins to tear into the many Tenge siblings, while a strange marriage agreement creates resentment bet...",2022-06-10
244924,9781934287729,Manga,Osamu Tezuka Collection,0,2022-07-16,2022-07-18,584,1,2.5,,,,,MW,,en,"Graphic Novels & Manga,Science Fiction,Horror",Osamu Tezuka,,Camellia Nieh,,,,Vertical,584,2010-03-02,paperback,,,Amazon,14.82,2022-06-10,"Comics god Osamu Tezuka's darkest work, MW is a chilling picaresque of evil. Steering clear of the supernatural as well as the cuddly designs and slapstick humor that enliven many of Tezuka's better-known works, MW explores a stark modern reality where neither divine nor secular justice seems to prevail. This willfully ""anti-Tezuka"" achievement from the master's own pen nevertheless pulsates with his unique genius.
Michio Yuki has it all: looks, intelligence, a pedigree as the scion of a famous Kabuki family, a promising career at a major bank, legions of female admirers. But underneath the sheen of perfection lurks a secret with the power to shake the world to its foundations.

During a boyhood excursion to one of the southern archipelagos near Okinawa, Yuki barely survived exposure to a poison gas stored at a foreign military facility. The leakage annihilated all of the island's inhabitants but was promptly covered up by the authorities, leaving Yuki as an unacknowledged witness--one whose sense of right and wrong, however, the potent nerve agent managed to obliterate.

Now, fifteen years later, Yuki is a social climber of Balzacian proportions, infiltrating the worlds of finance and politics by day while brutally murdering children and women by night--perversely using his Kabuki-honed skills as a female impersonator to pass himself off as the women he's killed. His drive, however, will not be satiated with a promotion here and a rape there. Michio Yuki has a far more om...",2022-06-10
3008374,9781646512690,Manga,Witch Hat Atelier,0,2022-07-15,2022-07-15,160,1,3.5,,,,,Witch Hat Atelier 8,,en,"Graphic Novels & Manga,Fantasy,Magical Girl",Kamome Shirahama,,,,,,Kodansha Comics,160,2021-09-28,paperback,Witch Hat Atelier,8,Amazon,12.84,2022-06-10,"A beautifully-illustrated story about a girl who longs for magic in her life and learns that, on the inside, she already is what she wishes she could be. Reminiscent of Studio Ghibli, this lushly-drawn story was voted one of the top 10 manga of the year in 2018 by the Japanese manga industry.

CHAINS OF FATE

After ﬁnding success together in their second trials, Coco and her friends return to the warmth of the atelier. Before long, they are approached by Tartah from Kalhn, and he needs their help setting up shop at the thrilling witches’ festival, Silver Eve! But to design a contraption to sell there, the young students must consider the power of magic—at once delightful, beneﬁcial, and potentially harmful. As Coco makes prep arations alongside Tartah, she’s reunited with Custas, a boy who was saved by Coco once before, but is convinced that luck will never shine on him again…",2022-06-10
1575362,9781646510788,Manga,Witch Hat Atelier,0,2022-07-15,2022-07-15,176,1,3.5,,,,,Witch Hat Atelier 7,,en,"Graphic Novels & Manga,Fantasy,Magical Girl",Kamone Shirahama,,,,,,Kodansha Comics,176,2021-02-02,paperback,Witch Hat Atelier,7,Amazon,12.85,2022-06-10,"A beautifully-illustrated story about a girl who longs for magic in her life and learns that, on the inside, she already is what she wishes she could be. Reminiscent of Studio Ghibli, this lushly-drawn story was voted one of the top 10 manga of the year in 2018 by the Japanese manga industry.

THE PRICE OF KNOWLEDGE

As the new trial comes to an end, one of Coco's rewards from Beldaruit the Wise is the story of Qifrey's past and how he came to desire the mysteries of magic. Feeling a connection with her own desire to save her mother, Coco departs for the source of all answers: the Tower of Tomes. But it is a perilous journey to make on her own, and the secrets held within could sway even the most virtuous of witches...",2022-06-10
935218,9781632369291,Manga,Witch Hat Atelier,0,2022-06-10,2022-06-10,192,1,3.5,,,,,Witch Hat Atelier 5,,en,"Graphic Novels & Manga,Fantasy,Magical Girl",Kamome Shirahama,,,,,,Kodansha Comics,192,2020-03-17,paperback,Witch Hat Atelier,5,Amazon,13.36,2022-06-10,"A beautifully-illustrated story about a girl who longs for magic in her life and learns that, on the inside, she already is what she wishes she could be. Reminiscent of Studio Ghibli, this lushly-drawn story was voted one of the top 10 manga of the year in 2018 by the Japanese manga industry.

BELLY OF THE BEAST

Peril abounds as the witches of Qifrey's atelier continue their trials!

In the depths of the Serpentback Cave, a brimmed cap casts its murky shadow upon Qifrey and his apprentices. The brimmed cap's dark magic has transformed Euini into a wild beast, and Coco, Tetia, and a critically injured Qifrey find themselves surrounded by the venomous stares of the cursed Romonons. In the face of doom, these witches must once again find a path to safety using their wits and their unique qualities, but will that be enough as they battle against a powerful new enemy who doesn't play by the rules?",2022-06-10
